inning,pitcher,season,hits_allowed,walks,strikeouts,batters_faced,runs_allowed,ERA_season,WHIP_season,FIP_season,K/9_season,BB/9_season,xFIP_season,CSW%_season,xERA_season,runs_rolling10_team,OBP_team,SLG_team,K_rate_team,BB_rate_team,is_home_team,label
1,641927,2024,5,0,4,9,3,3.98,1.0,3.82,9.62,2.17,3.83,0.294,3.22,0.7,0.2926829268292683,0.4358974358974359,0.2682926829268293,0.048780487804878,False,0
1,641154,2024,6,3,8,9,2,4.08,1.19,3.65,9.62,1.99,3.36,0.278,3.67,0.5,0.2564102564102564,0.3421052631578947,0.3076923076923077,0.0256410256410256,False,0
1,642547,2024,1,1,8,9,1,3.68,1.21,4.16,10.36,3.52,3.93,0.27,3.86,0.0,0.1388888888888889,0.1515151515151515,0.25,0.0555555555555555,True,0
1,500779,2024,6,2,4,9,2,3.75,1.25,4.56,7.13,3.33,4.44,0.248,4.52,0.1,0.2,0.15625,0.3428571428571428,0.0857142857142857,False,1
1,622663,2024,11,0,6,9,6,3.91,1.24,4.21,7.96,2.97,4.12,0.241,3.88,0.3,0.1944444444444444,0.1818181818181818,0.3888888888888889,0.0555555555555555,False,1
1,641927,2024,8,3,7,9,4,3.98,1.0,3.82,9.62,2.17,3.83,0.294,3.22,0.6,0.3181818181818182,0.35,0.2272727272727272,0.0681818181818181,False,0
1,641927,2024,6,2,6,9,3,3.98,1.0,3.82,9.62,2.17,3.83,0.294,3.22,0.9,0.2857142857142857,0.3513513513513513,0.2142857142857142,0.0952380952380952,False,1
1,656288,2024,9,3,4,9,10,5.19,1.4,5.26,6.82,3.46,4.75,0.255,4.71,0.1,0.3333333333333333,0.2972972972972973,0.2142857142857142,0.119047619047619,True,0
1,641154,2024,8,1,10,12,4,4.08,1.19,3.65,9.62,1.99,3.36,0.278,3.67,1.0,0.391304347826087,0.5789473684210527,0.1739130434782608,0.1521739130434782,False,1
1,621244,2024,3,1,5,9,0,3.6,1.15,4.72,7.16,2.53,4.25,0.2769999999999999,4.74,0.2,0.1944444444444444,0.25,0.3888888888888889,0.0833333333333333,True,0
1,641927,2024,1,3,8,9,1,3.98,1.0,3.82,9.62,2.17,3.83,0.294,3.22,1.0,0.3829787234042553,0.6190476190476191,0.1914893617021276,0.1063829787234042,False,1
1,592332,2024,4,4,4,9,2,3.83,1.22,3.77,8.06,2.78,4.22,0.258,4.71,0.3,0.2162162162162162,0.303030303030303,0.4054054054054054,0.081081081081081,True,0
1,641154,2024,6,0,3,9,0,4.08,1.19,3.65,9.62,1.99,3.36,0.278,3.67,0.5,0.2926829268292683,0.4166666666666667,0.1951219512195122,0.1219512195121951,False,0
1,607200,2024,2,4,7,9,1,3.3,1.16,3.86,7.82,2.64,4.12,0.248,3.91,0.5,0.275,0.5263157894736842,0.25,0.05,True,1
1,608331,2024,4,0,7,9,3,3.25,1.16,3.33,8.57,2.94,3.33,0.278,3.7,0.6,0.275,0.5405405405405406,0.275,0.05,True,1
1,641927,2024,7,2,2,9,9,3.98,1.0,3.82,9.62,2.17,3.83,0.294,3.22,0.9,0.4375,0.5641025641025641,0.2291666666666666,0.1875,False,1
1,519242,2024,6,1,6,9,1,2.38,1.01,2.09,11.4,1.98,2.64,0.3229999999999999,2.8,0.6,0.275,0.5277777777777778,0.4,0.075,True,0
1,607625,2024,9,2,4,9,6,3.0,1.09,3.25,7.88,2.09,3.83,0.281,3.75,0.7,0.3469387755102041,0.3953488372093023,0.2653061224489796,0.0816326530612244,True,1
1,543243,2024,7,2,7,9,5,3.84,1.09,3.12,10.98,2.11,2.82,0.312,3.64,0.4,0.2564102564102564,0.4324324324324324,0.2564102564102564,0.0512820512820512,True,0
1,641154,2024,4,2,9,10,0,4.08,1.19,3.65,9.62,1.99,3.36,0.278,3.67,0.1,0.2285714285714285,0.2121212121212121,0.2285714285714285,0.0571428571428571,False,0
1,666142,2024,5,0,8,9,1,3.14,1.14,2.99,10.77,3.24,3.46,0.289,3.31,0.7,0.3469387755102041,0.3953488372093023,0.2653061224489796,0.0816326530612244,True,0
1,676440,2024,6,0,5,9,1,3.47,1.12,3.56,9.69,2.28,3.72,0.2739999999999999,3.75,0.6,0.3260869565217391,0.375,0.2826086956521739,0.108695652173913,True,0
1,663903,2024,8,2,9,9,6,3.71,1.27,3.93,8.52,2.71,3.62,0.284,4.65,0.6,0.3404255319148936,0.3902439024390244,0.3191489361702128,0.1063829787234042,True,1
1,641154,2024,6,1,5,9,3,4.08,1.19,3.65,9.62,1.99,3.36,0.278,3.67,0.6,0.2926829268292683,0.5384615384615384,0.2926829268292683,0.048780487804878,False,1
1,641927,2024,2,3,7,9,2,3.98,1.0,3.82,9.62,2.17,3.83,0.294,3.22,0.2,0.2,0.2352941176470588,0.4857142857142857,0.0285714285714285,False,0
1,605400,2024,6,3,6,9,1,3.57,1.2,3.94,8.89,2.26,3.44,0.28,3.72,0.1,0.225,0.2777777777777778,0.175,0.1,True,1
1,554430,2024,3,2,7,9,0,2.57,0.96,3.13,10.08,2.34,3.3,0.273,2.8,0.1,0.225,0.2285714285714285,0.175,0.125,True,0
1,642547,2024,2,2,8,9,0,3.68,1.21,4.16,10.36,3.52,3.93,0.27,3.86,0.3,0.2727272727272727,0.2432432432432432,0.1590909090909091,0.1363636363636363,True,0
1,641154,2024,4,1,7,9,1,4.08,1.19,3.65,9.62,1.99,3.36,0.278,3.67,0.9,0.3829787234042553,0.4210526315789473,0.1914893617021276,0.1702127659574468,False,0
1,641927,2024,4,1,4,9,2,3.98,1.0,3.82,9.62,2.17,3.83,0.294,3.22,0.8,0.3829787234042553,0.6585365853658537,0.1702127659574468,0.1063829787234042,False,1
1,641154,2024,8,2,6,9,4,4.08,1.19,3.65,9.62,1.99,3.36,0.278,3.67,1.1,0.4509803921568627,0.574468085106383,0.1372549019607843,0.0784313725490196,False,0
1,686613,2024,12,2,6,9,7,3.49,1.27,3.58,9.48,3.18,3.47,0.27,3.31,0.3,0.2682926829268293,0.3076923076923077,0.1707317073170731,0.024390243902439,True,1
1,669373,2024,4,1,7,10,3,2.39,0.92,2.49,10.69,1.64,2.83,0.321,2.72,0.3,0.3488372093023256,0.3421052631578947,0.1162790697674418,0.0930232558139534,True,0
1,641927,2024,7,0,8,9,3,3.98,1.0,3.82,9.62,2.17,3.83,0.294,3.22,0.4,0.2564102564102564,0.5555555555555556,0.1538461538461538,0.0256410256410256,False,1
1,641154,2024,7,1,3,9,5,4.08,1.19,3.65,9.62,1.99,3.36,0.278,3.67,0.6,0.38,0.4615384615384615,0.2,0.16,False,1
1,676664,2024,18,8,2,9,4,4.38,1.22,4.71,6.82,2.44,4.86,0.262,4.43,1.2,0.5066666666666667,0.8032786885245902,0.16,0.1866666666666666,True,1
1,641927,2024,12,4,16,9,1,3.98,1.0,3.82,9.62,2.17,3.83,0.294,3.22,0.4,0.22,0.2790697674418604,0.34,0.12,False,0
1,596295,2024,11,1,2,9,7,4.75,1.31,4.83,6.33,2.07,4.5,0.261,5.07,1.0,0.3555555555555555,0.4878048780487805,0.2222222222222222,0.0888888888888888,True,1
1,641154,2024,5,0,5,9,2,4.08,1.19,3.65,9.62,1.99,3.36,0.278,3.67,0.7,0.3571428571428571,0.4358974358974359,0.2619047619047619,0.0238095238095238,False,1
1,607625,2024,6,3,5,9,1,3.0,1.09,3.25,7.88,2.09,3.83,0.281,3.75,0.3,0.3255813953488372,0.3421052631578947,0.2790697674418604,0.1162790697674418,True,1
1,641927,2024,9,0,4,9,6,3.98,1.0,3.82,9.62,2.17,3.83,0.294,3.22,0.4,0.25,0.3684210526315789,0.225,0.025,False,1
1,641154,2024,7,2,6,9,5,4.08,1.19,3.65,9.62,1.99,3.36,0.278,3.67,0.3,0.275,0.2352941176470588,0.275,0.15,False,1
1,666142,2024,8,1,7,9,3,3.14,1.14,2.99,10.77,3.24,3.46,0.289,3.31,0.3,0.3333333333333333,0.3333333333333333,0.2619047619047619,0.1428571428571428,True,1
1,641927,2024,4,5,5,9,2,3.98,1.0,3.82,9.62,2.17,3.83,0.294,3.22,0.3,0.2564102564102564,0.2121212121212121,0.2564102564102564,0.1538461538461538,False,1
1,669923,2024,4,1,4,9,4,3.53,1.07,3.26,8.43,1.08,3.58,0.264,3.41,0.3,0.1666666666666666,0.2727272727272727,0.3333333333333333,0.0833333333333333,True,1
1,641154,2024,10,0,3,9,3,4.08,1.19,3.65,9.62,1.99,3.36,0.278,3.67,0.9,0.4081632653061224,0.6904761904761905,0.2040816326530612,0.1224489795918367,False,1
1,607074,2024,6,0,6,9,1,3.96,1.22,4.39,10.03,2.93,4.09,0.285,4.14,1.3,0.4117647058823529,0.6041666666666666,0.196078431372549,0.0392156862745098,True,1
1,669302,2024,9,2,4,9,8,3.23,0.89,3.27,9.49,1.6,3.11,0.301,3.14,0.8,0.2857142857142857,0.3947368421052631,0.2619047619047619,0.0952380952380952,True,1
1,641154,2024,4,1,10,9,1,4.08,1.19,3.65,9.62,1.99,3.36,0.278,3.67,0.0,0.2432432432432432,0.1818181818181818,0.4864864864864865,0.1081081081081081,False,0
1,641154,2024,5,1,8,9,1,4.08,1.19,3.65,9.62,1.99,3.36,0.278,3.67,0.6,0.4,0.4878048780487805,0.16,0.14,False,1
1,622491,2024,2,2,7,9,2,3.64,1.17,3.91,8.98,2.41,3.82,0.2689999999999999,3.91,0.2,0.2162162162162162,0.064516129032258,0.3783783783783784,0.1621621621621621,True,0
1,656557,2024,6,2,5,9,2,3.12,1.14,3.32,7.76,2.42,3.58,0.291,4.11,0.2,0.2926829268292683,0.2058823529411764,0.3414634146341463,0.1707317073170731,True,0
1,641927,2024,3,2,7,9,2,3.98,1.0,3.82,9.62,2.17,3.83,0.294,3.22,0.1,0.2432432432432432,0.2727272727272727,0.4864864864864865,0.1081081081081081,False,1
1,607200,2024,3,0,11,9,1,3.3,1.16,3.86,7.82,2.64,4.12,0.248,3.91,0.6,0.36,0.4651162790697674,0.22,0.12,True,1
1,641154,2024,4,2,6,9,3,4.08,1.19,3.65,9.62,1.99,3.36,0.278,3.67,0.2,0.175,0.2368421052631578,0.35,0.05,False,1
1,641927,2024,2,1,6,9,1,3.98,1.0,3.82,9.62,2.17,3.83,0.294,3.22,0.5,0.3333333333333333,0.4878048780487805,0.3555555555555555,0.0666666666666666,False,0
1,656427,2024,4,1,10,9,4,3.17,1.07,3.48,10.78,2.11,3.0,0.313,3.54,0.4,0.2619047619047619,0.4358974358974359,0.2142857142857142,0.0476190476190476,True,1
1,641927,2024,3,2,7,9,1,3.98,1.0,3.82,9.62,2.17,3.83,0.294,3.22,0.6,0.3877551020408163,0.5,0.3469387755102041,0.0816326530612244,False,1
1,641927,2024,2,2,9,9,0,3.98,1.0,3.82,9.62,2.17,3.83,0.294,3.22,0.7,0.2941176470588235,0.3478260869565217,0.1568627450980392,0.0588235294117647,False,0
1,676440,2024,5,1,9,9,1,3.47,1.12,3.56,9.69,2.28,3.72,0.2739999999999999,3.75,0.3,0.2894736842105263,0.4705882352941176,0.1578947368421052,0.0526315789473684,True,1
1,641154,2024,6,1,2,9,3,4.08,1.19,3.65,9.62,1.99,3.36,0.278,3.67,0.7,0.238095238095238,0.35,0.1666666666666666,0.0238095238095238,False,0
1,640455,2024,7,2,1,10,6,3.47,1.08,3.83,9.12,3.12,4.04,0.276,3.75,0.4,0.25,0.2285714285714285,0.3,0.125,True,1
1,500779,2024,5,2,9,9,2,3.75,1.25,4.56,7.13,3.33,4.44,0.248,4.52,0.4,0.2682926829268293,0.25,0.3170731707317073,0.1219512195121951,True,1
1,607067,2024,10,3,5,9,5,4.29,1.26,4.75,7.25,2.31,4.42,0.264,4.91,0.5,0.3478260869565217,0.4871794871794871,0.1304347826086956,0.1521739130434782,False,1
1,605400,2024,3,1,9,9,1,3.57,1.2,3.94,8.89,2.26,3.44,0.28,3.72,0.4,0.3333333333333333,0.3055555555555556,0.2222222222222222,0.1333333333333333,True,0
1,642547,2024,2,2,9,9,1,3.68,1.21,4.16,10.36,3.52,3.93,0.27,3.86,0.3,0.1891891891891892,0.3428571428571428,0.3513513513513513,0.054054054054054,False,0
1,607067,2024,5,1,4,9,3,4.29,1.26,4.75,7.25,2.31,4.42,0.264,4.91,1.4,0.4509803921568627,0.9347826086956522,0.1568627450980392,0.0784313725490196,False,1
1,554430,2024,4,0,6,9,1,2.57,0.96,3.13,10.08,2.34,3.3,0.273,2.8,0.6,0.3478260869565217,0.5,0.1956521739130435,0.108695652173913,True,0
1,694297,2024,2,0,12,9,1,4.71,1.24,3.61,9.17,2.08,3.58,0.29,3.78,0.3,0.3095238095238095,0.2647058823529412,0.2619047619047619,0.1428571428571428,True,0
1,543243,2024,4,1,7,9,1,3.84,1.09,3.12,10.98,2.11,2.82,0.312,3.64,0.3,0.2444444444444444,0.1891891891891892,0.2,0.1555555555555555,True,0
1,607067,2024,4,3,4,9,2,4.29,1.26,4.75,7.25,2.31,4.42,0.264,4.91,0.6,0.3829787234042553,0.4615384615384615,0.0638297872340425,0.1276595744680851,False,1
1,642547,2024,7,3,4,9,1,3.68,1.21,4.16,10.36,3.52,3.93,0.27,3.86,0.0,0.1944444444444444,0.2058823529411764,0.2222222222222222,0.0277777777777777,False,1
1,663372,2024,2,3,6,9,1,4.49,1.34,4.16,7.65,2.88,4.17,0.267,4.31,0.3,0.2444444444444444,0.1891891891891892,0.2,0.1555555555555555,True,0
1,642547,2024,2,3,8,9,0,3.68,1.21,4.16,10.36,3.52,3.93,0.27,3.86,0.4,0.1944444444444444,0.3,0.3333333333333333,0.1111111111111111,False,1
1,657277,2024,4,3,4,9,4,3.47,1.23,2.95,7.56,2.2,3.28,0.284,4.31,0.5,0.3023255813953488,0.4722222222222222,0.2093023255813953,0.1162790697674418,True,1
1,642547,2024,6,2,3,9,2,3.68,1.21,4.16,10.36,3.52,3.93,0.27,3.86,0.2,0.2564102564102564,0.2571428571428571,0.1282051282051282,0.0769230769230769,False,0
1,607067,2024,2,2,5,9,0,4.29,1.26,4.75,7.25,2.31,4.42,0.264,4.91,0.1,0.1428571428571428,0.1538461538461538,0.1904761904761904,0.0714285714285714,False,0
1,656427,2024,4,2,7,9,3,3.17,1.07,3.48,10.78,2.11,3.0,0.313,3.54,1.2,0.4081632653061224,0.813953488372093,0.3061224489795918,0.1020408163265306,True,1
1,676440,2024,3,1,7,9,2,3.47,1.12,3.56,9.69,2.28,3.72,0.2739999999999999,3.75,1.3,0.4081632653061224,0.85,0.2448979591836734,0.1428571428571428,True,1
1,642547,2024,4,2,3,9,1,3.68,1.21,4.16,10.36,3.52,3.93,0.27,3.86,0.3,0.1818181818181818,0.2,0.1818181818181818,0.0909090909090909,False,0
1,642547,2024,5,2,4,9,4,3.68,1.21,4.16,10.36,3.52,3.93,0.27,3.86,1.0,0.375,0.6363636363636364,0.2083333333333333,0.0833333333333333,False,0
1,607067,2024,10,0,4,9,7,4.29,1.26,4.75,7.25,2.31,4.42,0.264,4.91,0.8,0.3478260869565217,0.5476190476190477,0.1739130434782608,0.0869565217391304,False,0
1,607067,2024,3,2,6,9,2,4.29,1.26,4.75,7.25,2.31,4.42,0.264,4.91,0.2,0.2272727272727272,0.2564102564102564,0.3181818181818182,0.0909090909090909,False,0
1,519242,2024,6,3,6,9,2,2.38,1.01,2.09,11.4,1.98,2.64,0.3229999999999999,2.8,0.5,0.3255813953488372,0.3333333333333333,0.2790697674418604,0.1395348837209302,True,1
1,642547,2024,3,2,7,9,2,3.68,1.21,4.16,10.36,3.52,3.93,0.27,3.86,0.1,0.1842105263157894,0.1470588235294117,0.3421052631578947,0.0789473684210526,False,0
1,663623,2024,9,3,3,9,7,4.41,1.2,4.41,7.48,2.49,4.03,0.262,4.31,0.9,0.3958333333333333,0.4358974358974359,0.1666666666666666,0.1666666666666666,True,1
1,642547,2024,6,5,4,9,5,3.68,1.21,4.16,10.36,3.52,3.93,0.27,3.86,0.3,0.2564102564102564,0.3529411764705882,0.2051282051282051,0.1025641025641025,False,1
1,642547,2024,10,0,6,9,4,3.68,1.21,4.16,10.36,3.52,3.93,0.27,3.86,0.6,0.4042553191489361,0.525,0.1489361702127659,0.1276595744680851,False,1
1,607067,2024,6,2,3,9,4,4.29,1.26,4.75,7.25,2.31,4.42,0.264,4.91,0.0,0.2564102564102564,0.1470588235294117,0.2564102564102564,0.1282051282051282,False,0
1,592791,2024,4,1,5,9,4,3.27,1.13,3.92,6.8,1.8,4.16,0.267,4.05,0.3,0.3170731707317073,0.3125,0.2195121951219512,0.1707317073170731,True,0
1,607067,2024,3,4,8,9,2,4.29,1.26,4.75,7.25,2.31,4.42,0.264,4.91,0.6,0.3333333333333333,0.2727272727272727,0.2619047619047619,0.1904761904761904,False,1
1,642547,2024,2,2,8,9,1,3.68,1.21,4.16,10.36,3.52,3.93,0.27,3.86,0.9,0.4042553191489361,0.5135135135135135,0.2340425531914893,0.1914893617021276,False,1
1,642547,2024,4,2,6,9,2,3.68,1.21,4.16,10.36,3.52,3.93,0.27,3.86,0.3,0.2826086956521739,0.2051282051282051,0.217391304347826,0.1521739130434782,False,0
1,543135,2024,9,2,4,10,5,3.8,1.11,3.83,8.75,2.21,3.47,0.286,3.91,0.3,0.3170731707317073,0.3125,0.2195121951219512,0.1707317073170731,True,1
1,607067,2024,8,2,12,9,3,4.29,1.26,4.75,7.25,2.31,4.42,0.264,4.91,0.4,0.238095238095238,0.5384615384615384,0.2619047619047619,0.0238095238095238,False,1
1,605135,2024,5,4,5,9,0,4.16,1.46,4.08,8.84,3.68,4.28,0.272,4.52,0.1,0.2631578947368421,0.0967741935483871,0.2105263157894736,0.1842105263157894,True,1
1,642547,2024,10,3,6,9,6,3.68,1.21,4.16,10.36,3.52,3.93,0.27,3.86,0.4,0.2368421052631578,0.4722222222222222,0.2894736842105263,0.0263157894736842,False,1
1,579328,2024,3,4,5,9,0,4.05,1.2,3.46,10.55,2.25,3.2,0.297,3.7,0.1,0.2222222222222222,0.0967741935483871,0.25,0.1388888888888889,True,1
1,621244,2024,5,1,4,9,3,3.6,1.15,4.72,7.16,2.53,4.25,0.2769999999999999,4.74,0.1,0.2222222222222222,0.125,0.3055555555555556,0.1111111111111111,True,0
1,607067,2024,3,0,4,9,1,4.29,1.26,4.75,7.25,2.31,4.42,0.264,4.91,0.1,0.2564102564102564,0.303030303030303,0.1538461538461538,0.1025641025641025,False,1
1,607200,2024,9,4,8,9,4,3.3,1.16,3.86,7.82,2.64,4.12,0.248,3.91,0.3,0.2926829268292683,0.3611111111111111,0.4390243902439024,0.0975609756097561,True,1
1,642547,2024,4,1,7,9,3,3.68,1.21,4.16,10.36,3.52,3.93,0.27,3.86,0.3,0.3488372093023256,0.3055555555555556,0.2558139534883721,0.1395348837209302,False,1
1,592791,2024,6,1,4,9,3,3.27,1.13,3.92,6.8,1.8,4.16,0.267,4.05,0.3,0.2368421052631578,0.3235294117647059,0.4473684210526316,0.0789473684210526,True,1
1,607067,2024,5,1,5,9,1,4.29,1.26,4.75,7.25,2.31,4.42,0.264,4.91,0.1,0.1764705882352941,0.1666666666666666,0.3235294117647059,0.1176470588235294,False,1
1,642547,2024,3,2,11,9,1,3.68,1.21,4.16,10.36,3.52,3.93,0.27,3.86,0.0,0.1515151515151515,0.0344827586206896,0.3939393939393939,0.1212121212121212,False,0
1,684007,2024,8,1,1,9,7,2.91,1.02,3.72,9.03,1.45,3.62,0.2739999999999999,3.39,0.4,0.25,0.3888888888888889,0.425,0.05,True,1
1,571945,2024,6,3,3,9,3,5.35,1.28,4.24,6.4,1.31,4.08,0.26,4.65,0.7,0.3617021276595745,0.4358974358974359,0.1914893617021276,0.1489361702127659,True,1
1,656605,2024,8,0,7,10,0,4.25,1.3,4.08,8.39,2.53,4.08,0.2789999999999999,4.31,0.7,0.3478260869565217,0.4358974358974359,0.2391304347826087,0.1304347826086956,True,0
1,607067,2024,6,1,5,9,3,4.29,1.26,4.75,7.25,2.31,4.42,0.264,4.91,0.4,0.238095238095238,0.2702702702702703,0.1904761904761904,0.0714285714285714,False,1
1,502043,2024,3,5,7,9,1,4.24,1.35,4.42,8.01,3.61,4.19,0.272,4.87,0.4,0.3023255813953488,0.3947368421052631,0.2325581395348837,0.1162790697674418,True,1
1,642547,2024,8,0,8,9,3,3.68,1.21,4.16,10.36,3.52,3.93,0.27,3.86,0.5,0.2272727272727272,0.3333333333333333,0.25,0.0681818181818181,False,0
1,543243,2024,7,2,6,9,6,3.84,1.09,3.12,10.98,2.11,2.82,0.312,3.64,0.5,0.3333333333333333,0.3947368421052631,0.2,0.1333333333333333,True,1
1,621107,2024,6,0,6,9,3,3.59,1.15,3.77,7.29,1.31,3.81,0.276,3.67,0.3,0.2564102564102564,0.3529411764705882,0.3076923076923077,0.1025641025641025,True,0
1,607067,2024,4,2,5,9,0,4.29,1.26,4.75,7.25,2.31,4.42,0.264,4.91,0.2,0.2682926829268293,0.3235294117647059,0.2195121951219512,0.0975609756097561,False,1
1,642547,2024,1,2,6,9,1,3.68,1.21,4.16,10.36,3.52,3.93,0.27,3.86,0.2,0.25,0.303030303030303,0.225,0.1,False,0
1,607074,2024,2,1,8,9,1,3.96,1.22,4.39,10.03,2.93,4.09,0.285,4.14,0.4,0.2368421052631578,0.4722222222222222,0.3684210526315789,0.0526315789473684,True,1
1,607067,2024,4,3,4,9,5,4.29,1.26,4.75,7.25,2.31,4.42,0.264,4.91,0.8,0.4166666666666667,0.6097560975609756,0.3333333333333333,0.1458333333333333,False,1
1,607067,2024,7,0,3,9,2,4.29,1.26,4.75,7.25,2.31,4.42,0.264,4.91,0.2,0.2926829268292683,0.282051282051282,0.2682926829268293,0.048780487804878,False,1
1,656302,2024,2,5,7,10,1,3.47,1.07,3.1,10.65,3.09,3.44,0.293,3.31,0.8,0.3409090909090909,0.5121951219512195,0.25,0.0681818181818181,True,1
1,650633,2024,2,2,10,9,0,2.95,1.19,3.33,10.42,3.26,3.5,0.313,3.56,0.8,0.3409090909090909,0.5121951219512195,0.2727272727272727,0.0681818181818181,True,0
1,682243,2024,3,1,7,9,0,2.94,0.98,3.58,8.53,2.25,3.85,0.272,3.72,0.4,0.3,0.2647058823529412,0.275,0.1,True,0
1,669302,2024,5,1,7,9,4,3.23,0.89,3.27,9.49,1.6,3.11,0.301,3.14,0.4,0.3,0.2647058823529412,0.275,0.1,True,0
1,642547,2024,4,3,7,9,3,3.68,1.21,4.16,10.36,3.52,3.93,0.27,3.86,0.3,0.2926829268292683,0.358974358974359,0.2926829268292683,0.048780487804878,False,0
1,656427,2024,5,2,5,9,3,3.17,1.07,3.48,10.78,2.11,3.0,0.313,3.54,0.2,0.2307692307692307,0.1944444444444444,0.3846153846153846,0.0512820512820512,True,0
1,608331,2024,5,1,6,9,2,3.25,1.16,3.33,8.57,2.94,3.33,0.278,3.7,0.6,0.3111111111111111,0.35,0.2888888888888888,0.0666666666666666,True,1
1,450203,2024,7,4,3,9,4,4.19,1.32,4.46,9.09,3.54,3.99,0.2789999999999999,4.49,0.5,0.2790697674418604,0.2631578947368421,0.3255813953488372,0.0697674418604651,True,1
1,554430,2024,2,1,7,9,1,2.57,0.96,3.13,10.08,2.34,3.3,0.273,2.8,0.0,0.125,0.1,0.3125,0.0625,True,0
1,605400,2024,9,2,5,9,5,3.57,1.2,3.94,8.89,2.26,3.44,0.28,3.72,0.2,0.1470588235294117,0.2424242424242424,0.2941176470588235,0.0294117647058823,True,1
1,669022,2024,1,1,9,9,1,3.9,1.42,3.53,9.79,3.52,3.87,0.261,4.2,0.1,0.2222222222222222,0.4117647058823529,0.3333333333333333,0.0555555555555555,True,0
1,571578,2024,7,3,8,10,2,5.62,1.5,4.41,7.16,2.78,4.14,0.254,5.53,0.1,0.2222222222222222,0.4117647058823529,0.3055555555555556,0.0555555555555555,True,1
1,684007,2024,4,2,3,9,2,2.91,1.02,3.72,9.03,1.45,3.62,0.2739999999999999,3.39,0.7,0.3617021276595745,0.4651162790697674,0.2127659574468085,0.0851063829787234,True,0
1,656302,2024,6,2,5,9,5,3.47,1.07,3.1,10.65,3.09,3.44,0.293,3.31,0.9,0.375,0.5365853658536586,0.3125,0.125,True,1
1,694297,2024,9,3,3,9,4,4.71,1.24,3.61,9.17,2.08,3.58,0.29,3.78,0.7,0.4117647058823529,0.3863636363636363,0.2745098039215686,0.1372549019607843,True,1
1,669203,2024,6,1,5,9,2,2.92,1.1,3.55,8.38,2.22,3.55,0.286,3.34,0.0,0.1944444444444444,0.125,0.2777777777777778,0.0833333333333333,True,1
1,640455,2024,8,1,1,9,5,3.47,1.08,3.83,9.12,3.12,4.04,0.276,3.75,0.2,0.1666666666666666,0.3333333333333333,0.25,0.0,True,0
1,622663,2024,2,4,7,9,0,3.91,1.24,4.21,7.96,2.97,4.12,0.241,3.88,0.2,0.2105263157894736,0.3513513513513513,0.2631578947368421,0.0263157894736842,True,1
1,678394,2024,7,1,7,9,1,4.49,1.36,4.19,8.48,3.55,3.87,0.281,4.56,0.6,0.3095238095238095,0.4,0.2857142857142857,0.0476190476190476,True,1
1,676710,2024,3,0,7,9,1,4.36,1.12,4.65,8.58,2.5,4.35,0.278,3.86,0.5,0.282051282051282,0.3783783783783784,0.3076923076923077,0.0512820512820512,True,0
1,669302,2024,4,1,6,10,0,3.23,0.89,3.27,9.49,1.6,3.11,0.301,3.14,0.4,0.3181818181818182,0.5581395348837209,0.1590909090909091,0.0227272727272727,True,1
1,682243,2024,6,1,3,9,6,2.94,0.98,3.58,8.53,2.25,3.85,0.272,3.72,0.8,0.375,0.6739130434782609,0.1458333333333333,0.0416666666666666,True,1
1,669923,2024,5,0,5,9,2,3.53,1.07,3.26,8.43,1.08,3.58,0.264,3.41,0.4,0.3111111111111111,0.5348837209302325,0.2,0.0444444444444444,True,1
1,543243,2024,5,2,4,9,1,3.84,1.09,3.12,10.98,2.11,2.82,0.312,3.64,0.0,0.1578947368421052,0.1351351351351351,0.2631578947368421,0.0263157894736842,True,1
1,621107,2024,3,0,3,9,2,3.59,1.15,3.77,7.29,1.31,3.81,0.276,3.67,0.6,0.3695652173913043,0.5227272727272727,0.3043478260869565,0.0434782608695652,True,1
1,642547,2024,4,1,7,9,1,3.68,1.21,4.16,10.36,3.52,3.93,0.27,3.86,0.3,0.2702702702702703,0.4571428571428571,0.2702702702702703,0.027027027027027,True,1
1,640455,2024,5,1,4,9,2,3.47,1.08,3.83,9.12,3.12,4.04,0.276,3.75,0.2,0.2432432432432432,0.3783783783783784,0.3783783783783784,0.0,True,1
1,622663,2024,6,3,3,9,4,3.91,1.24,4.21,7.96,2.97,4.12,0.241,3.88,0.2,0.2631578947368421,0.4473684210526316,0.3421052631578947,0.0,True,0
1,554430,2024,6,4,2,9,6,2.57,0.96,3.13,10.08,2.34,3.3,0.273,2.8,0.8,0.3409090909090909,0.4871794871794871,0.25,0.0909090909090909,True,0
1,663372,2024,5,1,3,9,1,4.49,1.34,4.16,7.65,2.88,4.17,0.267,4.31,0.7,0.34,0.4888888888888889,0.18,0.08,True,0
1,663623,2024,4,0,3,11,2,4.41,1.2,4.41,7.48,2.49,4.03,0.262,4.31,0.7,0.34,0.4888888888888889,0.22,0.08,True,1
1,571578,2024,8,2,4,9,7,5.62,1.5,4.41,7.16,2.78,4.14,0.254,5.53,0.7,0.34,0.4888888888888889,0.22,0.08,True,1
1,450203,2024,7,1,8,10,5,4.19,1.32,4.46,9.09,3.54,3.99,0.2789999999999999,4.49,0.7,0.3023255813953488,0.4324324324324324,0.2325581395348837,0.1395348837209302,True,0
1,519242,2024,6,3,7,9,5,2.38,1.01,2.09,11.4,1.98,2.64,0.3229999999999999,2.8,0.7,0.3023255813953488,0.4324324324324324,0.2558139534883721,0.1395348837209302,True,1
